left: 你放心吧，我们的APP非常安全，而且这次这个活动只在APP内有。
left: 然后你下载了也不会有其他风险，我们就保证。
right: 好吧，那我考虑一下。
left: 你考虑一下，如果有什么疑问，可以随时联系我，这是我的个人微信号，然后加个好友吧，方便后续沟通。
right: 微信号我还是先看看你们的APP吧。



**"
"音频内容：

left: 你好，我是小张。你在我们网站上看了一个电饭煲，想咨询一下吗？
right: 是的，我想了解一下这个电饭煲的功能和价格。
left: 好的，这个电饭煲是多功能的，可以煮饭，煮粥蒸菜价格呢是599元。
right: 听起来不错，就是能告诉我它的容量是多少吗？
left: 这个电饭煲的容量是5升，适合3到5口这个最家使用。
right: 那他的功率是多少呢？
left: 它的功率是700瓦，非常节能。
right: 好的，谢谢你的详细介绍。然后我考虑一下再决定。
left: 不客气，有任何问题欢迎随时咨询，祝您生活愉快。



**"
"音频内容：

left: 喂，你好，我是小明，我在你们店门口怎么进不去？right: 你好，小明，你是在左边的那个门吗？我们这边好像做了点改动。left: 对，然后我在左边呢就是左边的那个门锁真的。right: 哦，这样，然后你绕到右边，右边有一个小门，然后上面有按铃，然后按一下，我们就就来开门。left: 好的，我试试。right: 好的，那我们这准备开门，你按一下铃，我们马上过来。left: 按了按了，你们看到了吗？right: 看到了我们这过来，你稍等一下。left: 好的，谢谢。"
"音频内容：

left: 喂，你好，我是华夏银行贷款中心的王经理。近期我们在做一项针对优质客户的贷款服务活动，不知道近期有没有这个贷款的需求呢？
right: 哦，贷款我现在手头还行，就是暂时不需要。
left: 嗯，那太好了。不过如果你将来有需要的话，可以随时联系我们。我们提供的是低期贷款，而且呢手续非常简便。
right: 好的，谢谢。
left: 不客气，另外我们还有一个专门为客户准备的小礼品，只要你点击我们提供的链接，那就能免费领取。
right: 的吗？那挺好的，链接怎么发给我呢？
left: 就是这样，你加一下我的微信，然后我这边把链接发给你，微信是13800138000。
right: 好，我加你微信。
left: 太好了，加了微信后，记得及时查看链接哦，礼品数量有限，先到先得。
right: 好的，我会注意的啊，谢谢王经理。



**"
"音频内容：

left: 您好，我是来自某某投资公司的李经理。left: 我们最近发现您可能对一项新的投资项目感兴趣，这个项目有非常高的回报率，而且风险相对较低。那你有时间了解一下。right: 你好，李经，感谢您的联系。我确实对投资有一些兴趣，但最近工作比较忙，时间有限。你可以简单介绍一下这个项目的主要内容吧，我看看是不是符合我的需求。left: 当然可以。left: 这个项目呢是关于新能源机车电池技术的这个市场前景非常好。我们的内部评估显示，年化收益率可以达到25%以上。如果您有兴趣的话，我可以安排一个详细的会议，只需要您抽出一个小时的时间，这样可以吗？right: 听起来确实挺有吸引力的。但您知道作为医生，我平时的工作时间非常紧张。这个项目的详细资料您能通过邮件发给我吗？我会抽空仔细看一下。另外的话，我还需要了解一下这个项目的具体风险和这个投资门槛。left: 呃，我理解您工作烦忙，不过这样的高收益项目非常抢手，名额有限。我担心通过邮件发送资料，可能会耽误您的决策。我可以现在通过电话给您，简要介绍一下。left: 这样可以节省你一个时间，你要交要。right: 我明白您的意思。right: 但还是希望先看一下具体的资料。说实话，现在这种高收益的投资项目很多我觉得也需要谨慎一些。你能理解我的顾虑吧哈，就是如果这个资料看起来靠谱，我在考虑是否有时间电话沟通或面谈。left: 我完全理解您的顾虑，毕竟谨慎是投资的重要原则。不过呢这个项目非常特殊。我们希望找到真正有意向的投资者，而不是只是看这个资料的人。如果您能给我5分钟的时间，我可以简要介绍一下这个项目的关键点。这样您也可以更快地做出判断。您看可以？right: 我理解您的立场。但作为医生呢，我的职业让我更加注重风险控制。我确实需要看到具体的资料才能做出判断。right: 如果这个资料没有问题，我就会考虑进一步沟通。right: 您能不能先发一部分关键资料给我，让我有一个初步的了解，这样对双方都比较公平。left: 好的，我可以先发一部分资料给您。但请您理解，为了保护项目的商业机密，我们需要先签署一份保密协议。您可以提供一下您的邮箱地址吗？我会把资料和协议一起发过去。right: 签署保密协议，听起来有点正实，我想要再考虑一下。您能先发一份不涉及商业机密的简介给我吗？这样我可以先了解一下基本情况，再决定是否需要进一步合作。我的邮箱呢是邮箱呢是失败的。left: 好的，我理解你的顾虑。我会先发一份简要的项目介绍资料给您。但这部分内容可能不够详细，请您查收邮件，"
"音频内容：

left: 维尼好，我想问一下，你们这周的特价菜是什么？
right: 你好，我们这桌的特价菜是红烧肉，原价38元，现在特价25元，非常划算。
left: 25元，那是不是还有其他优惠活动？
right: 对的，这周我们还有买一赠一的活动，只要消费满100元就可以免费获得。
right: 那一份小菜。
left: 听上去不错，那你们的营业时间是怎样？
right: 我们餐厅的营业时间是每天早上11点到晚上9点，周末会延长到晚上10点。
left: 好的，那我就打算周六晚上7点过去，需要提前预定吗？
right: 周六晚上人比较多，建议您提前预定，这样就可以保证有位置。
left: 行，那我就预定两个人的位置，谢谢。
right: 好的，已经为您预定了周六晚上7点的两人位，到时候请您直接过来，我们会为您准备好。
left: 好的，谢谢。
right: 不客气，期待您的光临，再见。



**"
"音频内容：

left: 喂，"
"音频内容：

left: 喂，你好，你到了吗？right: 我刚到，然后我就在停车场的入口处。left: 好的，你就沿着路口往里走，看到第一个路口就右转。"
right: 是的，就是我们在餐厅入口处会有人接待您。这边是某某餐厅。right: 你好，请问您的预定姓名是？left: 不用了，
"音频内容：

left: 喂，你好，我是工商银行的客服专员小李。现在有一款特别优惠的贷款产品想推荐给你，不知道你最近有没有资金需求。
right: 贷款我最近确实有点需要用钱，可以详细跟我说说吗？
left: 当然可以，我们这款贷款产品利率非常。
left: 审批速度快，而且不需要任何抵押。
left: 只要你提供一些基本信息，我们就能快速审。
right: 听起来不错，那我需要怎么操作呢？
left: 你就只需要点击这个链接，按照提示填写信息就可以了。
right: 链接我怎么知道这个链接是不是安的？
left: 放心吧，我们是工商银行的正规链接，绝对安全。就你点击链接后会直接跳转到我们的官方网站。
right: 那我就试试看吧。
left: 好的，你点开链接后，记得填写详细信息。如果有任何问题，可以随时联系我。
right: 呵呵.



**"
"如果需要您配合，再见。我们就好进一步核实。right: 好的，我们会进一步调查。这里是某某银行客服中心。为了您的安全，再见。那我的身份证号码是X也X X X X X X X X X X XX核对一下。我最近确切用作银行卡，那有什么问题？我们发现您的账户有异常交易。我明白了。谢谢你们的帮助，音频内容：

left: 您好，left: 感谢您的配合。然后是在超市买东西。我们发现有一笔可疑交易金额是150元，祝您生活愉快，我们需要验证一些信息，我们会再次联系您，请问您最近有使用过银行卡？为了您的账户安全，交易地点就在您常去的那家超市。请您提供一下身份证号码，right: 你好，right: 好的，**left: 感谢您的配合。我们已经记录了您的信息。"
"音频内容：

left: 实体先生吗？我是您的邻居小张，您知道林子现在出事了吗？他被一伙人给绑了，他们要求我们马上准备50万赎金，不然就要对林子下手电。您一定要冷静，按照我说的去做。
right: 小张，你别急你说清楚，我到底怎么了，王磊有没有留下什么联系方式，我得马上就报警。



**"
"音频内容：

left: 你这个子现在在我们手上马上准备50万现金，否则我们就撕票。right: 你们是谁？就是你们到底把我的子怎么样了，我子到底在哪儿，你们别吓我，我马上去筹钱，"
"音频内容：

left: 我是交通咨询顾问，可以为您提供路线规划和交通信息。有什么我可以帮您的吗？right: 谢谢您，最近要去镇上买点农具。"
"音频内容：

left: 喂，你好，我是小李。
left: 你之前在我们网站上预定了一张去杭州的火车票，订单出了点小问题，需要你核实一下信息。
right: 你好，我预定的火车票。
left: 你的身份证号输入少了一位，我这边需要你补全一下，不然订单无法出票。
right: 哦，就这样，那身份证号少的那一位是3。
left: 好的，我马上帮你更新信息，稍等一下。
right: 好的，谢谢。
left: 信息已经更新完毕，你的火车票已经出票成功，你可以通过订单详情查看电子票信息。
right: 太好了，那我应该什么时候到车站取票呢？
left: 你可以在出发前一天到车站自助机上凭身份证取票。
left: 也可以选择直接刷身份证进站。
right: 明白了，谢谢你的帮助。那我到时候直接刷身份证进账。
left: 好的，那祝你旅途愉快，有其他问题可以随时联系我们。



**"
"音频内容：

left: 你好，这里是某国银行客服中心，我是客服专员小李。left: 我们发现您的账户近期有异常交易，为了保障您的资金安全，我们需要对您的这个账户进行核实。请问您方便现在提供一些信息吗？right: 哦，真的吗？我最近确实没怎么用这张卡，就是可能发生了什么问题，挺好的呀。你说吧需要我提供哪些信息？left: 非常感谢您的配合。首先请您提供一下您的姓名和开户时的联系电话。我们需要确认您的身份。left: 另外，为了进一步核实，请问您最近是否有授权第三方使用您的账户？right: 挺好的，我叫张伟，然后电话是停顿了一下等等。这个电话号码你们不应该已经有了吗？这个你们不是银行的吗？left: 张先生，您说的对，我们确实有您的电话记录，但为了确保安全，我们需要再次确认。"
算数这对你来说是一个很好的经验。那我们会考虑你的背景。left: 好的，right: 我们更看重态度和能力，明天见。记得带好简历。left: 那太好了，工作经验不是必须的，right: 当然，就会是一个加分项。谢谢你的帮助，
"音频内容：

left: 你好，我是小张，我打车过来找你，你是在科技大厦那边吗？right: 对我是在科技大厦，你这个快来吧。"
"音频内容：

left: 喂，你好，现在方便说话吗？
right: 你好，现在方便有什么事吗？
left: 我是小区物业的客服专员，最近社区里有一些关于停车收费的调整，想了解一下你是否有疑问或者建议。
right: 哦，停车收费调整我还没有听说，就是就是就是具体是怎么回事。
left: 是这样的，为了更好地管理小区内的停车秩序，我们决定从下个月开始实施新的停车收费标准。月租车位将从每月300元调整到每月350元。
right: 这样把价格提高了，那你们有考虑到业主的实际需。
left: 我们确实考虑过这次调整，主要是为了提升停车场的维护和服务质量。
left: 同时增加一些安全设施，我们也会加强这个停车场的管理，确保停车环境更加安全。
right: 这样听起来还不错，但是每个月多出来的费用对我来说还是有点压力的。
left: 我理解你的故。
left: 我们物业也在努力，通过其他方式降低业主的负担。
left: 如果你觉得还有其他建议的话，也可以随时告诉我。
right: 好的，谢谢你的解释，我会再考虑一下的。



**"
"音频内容：

left: 喂，你好，我是小李。我刚刚在你们店订了一份外卖，想确认一下现在送到哪里了。right: 你好，小李，我是外卖小哥，你的餐已经从店里出发了，left: 哦，我住在汉庭酒店，房间号是212麻烦就送到这里来。right: 没问题，我到了会给你打电话，然后你到时候下来取一下，或者让我放到前台。left: 挺好的，我可能有点忙，你直接放前台吧，我就一会儿下去取。right: 好的，我会跟前台说清楚的。你大概什么时间能下来？left: 大概20分钟后就可以吗？right: 可以的，我会按时到的，"
"音频内容：

left: 喂，你好，我是小李。"
"音频内容：

left: 喂，你好，你是在文化广场那边吗？right: 对我刚到文化广场，你呢？left: 我还在地铁站再等我一。right: 好的，你出来后往右走会看到一个大的广告牌。left: 好的，我知道了。那个广告牌旁边呢有个小路，嗯，对吗？right: 对，然后你就沿着那条小路直走，走到头就能看到我了。left: 好的，我大概10分钟左右到。然后你在那等我一下。right: 没问题，我在这等你。嗯，天有点冷，（补充：此为客户陈述）"
"音频内容：

left: 喂，你好，这里是平安金融服务中心，我是客服专员小李。
right: 你好，我有什么事情？
left: 那我们注意到你近期的消费记录，你可能需要一笔额外的资金支持。
right: 哦，是。
left: 是的，我们为优质客户提供了一款低息贷款服务，无需抵押审批快速。你有兴趣了解一下吗？
right: 我现在手头资金还算充裕，那就暂时不需要贷款。
left: 那真是太好了。不过如果你改变主意了，可以随时联系我们。对吧，最近我们有一个活动，拍后可以获取一些金融小知识，还有机会获得小食艇，你有兴趣参加吗？
right: 听起来不错，怎么参加？
left: 太好了，你只需要点击我发给你的链接，注册后就可以参与这个活动了。
right: 好的，那我试试看。
left: 非常好，我是放进家里，然后就记得查收这个短信哦，有任何问题可以随时联系我。
right: 好的，谢谢。



**"
"音频内容：

left: 喂，你好，我是在网上看到你们餐厅招聘信息的，就想咨询一下。
right: 你好，是的，我们确实在招人，你想了解什么信息呢？
left: 我看他上面写的是招厨师哦，是真的吗？
right: 这个可能是信息更新有点慢了。我们现在招的是厨房办公。
left: 厨房办公，那我还需要会做菜吗？
right: 不需要，主要是帮忙洗洗切切，然后就工作比较简单。
left: 这样那工作时间是怎样的呢？
right: 工作时间是早上6点到下午2点，每周休息一天。
left: 哦，这个时间对我来说有点早。
left: 我住在晨曦那边，然后每天就是上下班可能会有点赶。
right: 行，那你住在城西的话，确实会有点有点不方便。我们这边暂时没有这个晚班的职位。



**"
"音频内容：

left: 各位你好，我在你们附近。
left: 然后想问一下你们有没有停车位？
right: 你好，我们这里有停车位，不过周末的时候可能会比较紧张。你大概几点过？
left: 我大概下午3点左右到，应该有那个地方停。
right: 三点的话应该还好，不过你最好提前一点过来，这样就可以确保有位置。
left: 好的，谢谢你。那我大概2点45左右的。
right: 没问题，你到的时候如果有需要可以联系我，我去帮你找车位。
left: 好的，那大叔麻烦你了。对了，你们这里有充电站吗？
right: 有的我们停车场有专门的电动汽车充电站，你可以直接停在那里充电。
left: 太好了，那我到时候就直接停在充电站，谢谢你的帮助。
right: 不客气，你来玩就得开心嘛，有什么需要随时联系我。



**"
"音频内容：

left: 喂，你好，这里是蓝天家政服务公司，我是客服小张，想咨询一下你们的清洁服务。
right: 你好，小张，我最近确实需要找人帮忙打扫家里，你们的服务时间是怎么样的？
left: 我们提供周一到周日的服务，早上8点到晚上6点，您可以选择合适的时间。
right: 那价格方面。
left: 我们根据房屋面积来收费，大概每平方米15元。如果有特殊清洁需求，可能就会稍微贵一些。
right: 那我家里大概100平方米就没有特别难打扫的地方。
left: 那这样的话，您家的清洁费用大概是1500元。
right: 听起来还不错，那你们觉得提供一次性服务还是定期的？
left: 我们两种服务都有，您可以根据自己的需要选择。如果选择定期服务的话，我们还有一定的折扣。
right: 好的，那我考虑一下，有需要的话再联系你们。
left: 不客气，期待您的来电，祝您生活愉快。



**"
"音频内容：

left: 没人能听到。
right: 能听到你还有什么事情。
left: 我是某家餐厅的服务员，你前天在我们餐厅用餐，但是不小心遗落了一个黑色的包。
left: 然后里面有一些证件和钱包。
right: 哦，真的吗？那太谢谢你了哦，我还在担心找到。
left: 不客气，这是我们应该做，我们已经帮您保管好了，您什么时候方便再。
right: 我今天下午3点半左右就可以过去，就这样可以。
left: 可以的，我们今天营业到晚上9点，您来的时候直接告诉前台服务员。
left: 我们会把这个包交给您的。
right: 好的，谢谢你的帮助，下午见。
left: 不用谢，下午见。



**"
"音频内容：

left: 喂，你好，是李老板吗？right: 是的，请问你。left: 你好呀，我是来自星辉投资的张经理。我们注意到你最近在寻找一些投资机会。我们这里有一个非常不错的机会想和你详细介绍一下。"
"音频内容：

left: 您好，这里是某某银行客服中心。您的账户最近有异常交易。为了确保您的资金安全，我们需要进行核实。请问您是张先生？
right: 您好，我尚，请问有什么事情？不过在核实之前，我需要确认一下您的身份，可以告诉我您的工号和姓名吗？
left: 你好，姜老师，非常理解您的谨慎。我是客服代表李文，工号是0038。那现在可以进行账户核实了吗？您的账户安全非常重要，我们需要尽快处理。
right: 边现在感谢您的理解。我通常会直接去银行柜台处理这些问题。您能告诉我具体是什么异常交易吗？这样我也可以提前准。
left: 张老师这次的异常交易非常紧急，我们建议您不要去柜谈，以免错过处理的最佳时机。您的账户在昨晚有一笔2500元的转账，这可能是诈骗分子盗取了您的信息。为了确保您的资金安全，我们需要立即锁定账户。然后您现在方便提供一些信息，以便我们进行核实吗？
right: 2500元的转账。
right: 这些人可以。
right: 不过我还是觉得应该先确认您的身份。
right: 毕竟资金安全问题不能掉以轻心，您能告诉我我的账户的后四位数字吗？
right: 哦，这样我可以确认这是我的账户。
left: 当然完全理解您的担忧。那样为了您的账户安全，我们建议您先提供一些基本信息，这样我们就可以更快地确认您的身份。请问您的身份证号后，月位是多少？这样我们就可以立即开始核实了。时间不等人，您的账户安全这个非常重要。
right: 宣读我理解您的急迫，但这也是我为什么需要确认您的身份提供身份证号和6位电话名感信息，我必须非常谨慎。如果您能告诉我我的账户后，4位数字给更加号，否则的话，我还是建议我直接去银行柜台处。
left: 张老师，我理解您的担心，但请您相信我们。为了您的账户安全，我们真的需要尽快采取行动。如果您不方便提供身份证号后6位，那您可以提供您的手机号码，这样我们就可以通过短信发送一个验证码进行身份验证。时间真的非常紧迫。您的账户安全不能等。
right: 先生我理解你能急迫，但我也需要确保自己的安照，我建议您直接告诉我我的账户后四位数字，这样我们双方都能够放下。如果我能确认这是我的账户，我就会更愿意配合。否则的话，我确实还是倾向于去银行柜台处。
left: 张老师非常抱歉。
left: 由于安全规定，我们无法直接提供你的账户信息。
left: 在为了您的账户安全，我们真的需要立即采取行动。
left: 如果您不方便提供身份证号后6位，那您可以提供您的手机号码。
left: 这样我们就可以通过短信发送你的验证码进行身份验证。
left: 请您理解这一步骤是为了保护您的账户安全。
right: 文先生，我理解您的工作流程，但我也必须保护自己的信息安全。我建议您先通过其他方式确认我的身份。
right: 比如告诉我我的账户开户日期或者最近的一笔交易金额，这样我才能更放心地配合你，不然我还是会选择去银行柜台处理，这样更安全。



**"
"音频内容：

left: 喂，你好。
right: 嗯。
left: 我在网上看到你们有那个招聘快递员的信息，那是真的吗？
right: 对的，我们确实在招快递员，你想了解一下吗？
left: 是的，我想了解一下这个岗位的工资待遇是怎么样的。
right: 工资是按件计酬的，平均每月可以达到4天到60天，还有绩效奖金。
left: 那工作时间是怎么安排的？
right: 工作时间是从早上8点半到晚上6点，中间有吃饭休息时间。
left: 星期天休息嘛？
right: 星期天是轮休的，每个月大概有4天休息时间。
left: 那我可以去面试吗？
right: 当然可以，你可以明天下午两点来我们公司面试。
left: 好的地址能告诉我吗？
right: 我们公司在城市物流中心三楼，你到时可以直接来找我。
left: 好的，谢谢。那我明天见。
right: 嗯，明天见，嗯，路上注意安全。



**"
"音频内容：

left: 您好，我最近确实没怎么用这张卡，您的银行卡可能涉及一笔异常交易，我可不想有麻烦。这里是某某银行客服中心。**真的吗？以免造成不必要的损失。你们能帮我查清楚这个吗？需要您立即配合我们进行确认，"
"音频内容：

left: 喂，你好，我是广发银行信贷部的小李。
left: 我们最近推出了一款低息贷款产品，不知道你是否有资金需求。
right: 哦，贷款的话，我最近确实有点需要用钱。
left: 太好了，我们的贷款产品不仅利率低，而且审批快。你可以先下载我们的APP。
left: 然后注册后就可以查看更多的贷款信息了。
right: 下载APP。
right: 那我怎么知道你们是真的那个广发银行？
left: 你放心。
left: 我们是正规的银行去打，你可以通过我们的官方电话进行核实。为了方便你操作呢，我可以发送一个链接给你，你点击后呢，就能直接下载我们的APP。
right: 好的，那你就发一个链接给我吧。
left: 好，我马上发给你，你收到后记得尽快下载哦，如果有任何问题，可以就是直接联系我。
right: 行，我等家就看看。
left: 好的，你下载后有任何问题都可以联系我。我的微信是L123456，添加我后可以随时咨询。
right: 好的，谢谢。



**"
"音频内容：

left: 喂，你好，我是中管银行的信贷经理。
left: 这边有一项特别针对优质客户的低息贷款服务，不知道你最近是否有资金需求。
right: 哦，是吗？我最近确实有点需要这个，但是我对这些不太了解，就是你能详细说说吗？
left: 当然可以。
left: 这项服务主要是为了解决个人或企业的短期资金周转问题。
left: BC基D审批流程也特别快，你可以考虑一下。如果你感兴趣的话，可以加我的微信，我就发一些资料给你参考。
right: 微信好吧，怎么加呢？
left: 你直接加这个号码就可以了。13812345678加了之后告诉我一声，我给你发详细的资料。
right: 好的，我觉得这就加吧，加了之后怎么联系你呢？
left: 加了之后，你就直接发消息给我，我会在线等你的。然后你有什么问题都可以直接问我，我就会一一一一解答的。
right: 那好吧，我先加你微信，你看一下吧。
left: 好的，我这边等你的消息，如果有任何问题的话，随时联系我。
right: 好的，谢谢大。



**"
我来确认一下。你好，left: 我想知道你们最晚几点可以送餐。我想咨询一下你们的外卖服务。right: 我们最晚提供服务到晚上10点，还有每月1次的会员日益优惠。有什么我可以帮您呢？我们的会员可以享受每周一次的免费配送，我们会按时为您准备餐品。
"音频内容：

left: 你好，我想问一下，你们这里有没有什么提供外卖服务？right: 你好，我们这里提供外卖服务，你想定点什？left: 我想订一份牛肉炒饭和一份糖醋排骨，能告诉我价格吗？right: 好的，牛肉炒饭是20元，糖醋排骨是25元。left: 好的，"
"音频内容：

left: 喂，你好，我是小王。最近怎么样？right: 嗨小王，我觉得挺好的，你最近忙什么呢？left: 最近工作挺忙的，"
"音频内容：

left: 欢迎致电预约服务中心，我是您的客服小张，请问有什么可以帮您？right: 你好，就是我想预约一个周末的餐厅位置。left: 好的，我可以帮您预约。请问您想预约哪家餐厅，具体是哪一天几点钟的？right: 想预约周六晚上6点，这个餐厅名字叫老地方。left: 好到周六晚上6点，咱厅名的是老地方。left: 那请问您需要预定几位？？对，还需要提供您的联系方式，"
"音频内容：

left: 一个子先生在我手上一起缴备50万赎金，不要报警，否则后果自负。听到没有？
right: 你到底是谁你到底是谁，你说什我子接在你手上，这不可能，你别想，你快告诉我到底怎么回事，我是真的没事了。



**"
"音频内容：

left: 喂，你好，我是车车宝安装平台的客服，想做个回访。请问您的汽车更换刹车片的项目已经到店施工了吗？"
"音频内容：

left: 喂，你好，我是积分商城的客服小张。我们看到您账户里有不少积分呢。
right: 哦。
left: 您的积分马上就要到期了，想提醒您尽快使用。
right: 真的吗？嗯，我都不知道还有这回事。
left: 是的，您的积分可以用来兑换很多实用的商品。
right: 那我都能换些什么呢？
left: 比如日常生活用品、电子产品，甚至还有旅游套餐。
right: 听起来不错，怎么换呢？
left: 您只需要登录我们的网站，选择您喜欢的商品，使用积分直接兑换就可以了。
right: 一会继续看看，谢谢。
left: 不客气，然后还有其他问题随时可以联系我。



**"
"音频内容：

left: 喂，你好，我是建设银行的客户经理张华。我们银行有一个特别优惠的贷款活动，利率极低，审批速度快，不知道你是否有资金需求。
right: 哦，我没有需要，谢谢。
left: 好的，我理解。
left: 不过呢这个机会真的很难得。如果你改变主意了，可以加我的微信，随时联系我。
right: 好的，你说说看吧，那就那怎么加你微信。
left: 太好了，你打开微信，然后加这个号码，15326841353。然后加了之后告诉我一声，我们可以详细聊聊。
right: 好的，我试试看。
left: 太好了，你加了我之后，我发给你一个链接，然后你点击链接，填个简单的申请表，我们就能快速帮你审批了。
right: 就我加你。
left: 好的，等一下。如果你有任何疑问，随时联系我。祝你再。



**"
"音频内容：

